Unnamed: 0,"IC50, mM","CC50, mM",SPS,Kappa2,Kappa3,PEOE_VSA8,SMR_VSA4,EState_VSA5,VSA_EState3,VSA_EState4,VSA_EState8,MolLogP,SI
0,6.2393737,175.48238,42.92857,6.9475346,2.868737,35.342865,43.480583,12.132734,0.0,4.807589,16.981087,7.1212,28.125
1,0.7718313,5.4028187,45.214287,7.257648,3.0271766,12.083682,33.495773,12.132734,7.9228334,2.153503,4.160013,6.1556,7.0
2,223.80878,161.14232,42.1875,7.709373,3.4700696,23.671625,33.495773,12.132734,0.0,2.1841276,4.160013,7.1292,0.72
3,1.7056243,107.85565,41.86207,7.4852037,3.263848,35.342865,43.480583,12.132734,0.0,4.827852,17.012012,7.5113,3.0443535
4,107.13153,139.271,36.514286,7.6392107,3.3458555,22.253351,43.480583,12.132734,0.0,9.071783,14.692318,3.4337502,1.3
5,15.03791,30.07582,28.6,5.7238927,2.6816847,16.814062,21.740292,36.10105,0.0,1.8987489,7.2917724,5.7783,2.0
6,18.908167,14.559288,36.564102,8.44753,3.6558821,23.671625,33.495773,12.132734,0.0,7.534827,15.32737,3.4337502,0.77
7,28.773087,23.593931,31.333334,5.5228424,2.5672746,13.089513,22.665792,46.22235,6.78455,8.473058,4.160013,3.4337502,0.82
8,50.057068,153.70927,29.157894,5.5228424,2.5672746,11.374773,22.665792,44.50761,6.6974454,1.8987489,4.160013,3.4337502,3.0706806
9,6.4008465,400.90637,36.4,7.540775,3.294634,22.253351,43.480583,37.106655,0.0,6.0333385,14.562935,3.4337502,3.0443535
10,4.185789,32.888344,28.44,5.618467,2.6224897,16.814062,21.740292,18.553328,0.0,9.445349,7.227081,5.9798,7.857143
11,43.522457,72.43598,33.25,5.8673334,3.0498018,5.4149904,11.332896,44.212315,0.0,5.6906815,11.095729,5.5265,1.6643356
12,208.36859,634.6251,38.0,7.668836,3.3612974,23.458454,33.495773,49.899704,7.715113,4.0317726,14.885005,3.4337502,3.0456853
13,1.1288465,5.76966,28.896551,8.794862,4.125617,13.089513,11.332896,23.111176,3.3096755,4.343919,4.160013,5.2783,5.111111
14,10.636446,79.048134,28.733334,8.648957,4.068202,0.0,11.332896,23.111176,3.3609254,4.347639,4.160013,5.4229,7.431818
15,110.14062,110.14062,43.4,7.7540636,3.2485635,12.083682,33.495773,12.132734,0.0,2.1688154,4.160013,6.84,1.0
16,3.2281053,10.429263,44.068966,7.8034873,3.4329026,12.083682,33.495773,12.132734,7.926351,2.1606982,4.160013,6.5457,3.2307692
17,40.393066,1160.7203,42.387096,8.296542,3.6515853,12.083682,33.495773,12.132734,0.0,2.176476,4.160013,7.2301,28.735632
18,32.00014,751.96826,31.384615,6.232725,2.8752735,10.682389,11.332896,0.0,9.882601,1.7499814,7.88023,4.8324,1.0
19,64.13054,283.62888,60.272728,1.8200897,0.8682518,5.538925,23.487385,38.52493,0.0,6.6211805,0.0,1.9139,4.4226804
20,303.46304,244.62163,60.272728,2.007032,0.80725574,6.041841,29.405293,25.683287,0.0,6.167037,0.0,1.7698,0.8061002
21,13.838915,145.6381,47.81818,4.830172,2.4685678,18.001587,29.086615,38.52493,15.053434,-0.14097446,7.342837,3.8981,10.523809
22,83.319305,1426.7004,34.96,7.040798,3.4448843,12.338728,11.835813,0.0,11.074198,0.22236383,4.2137947,3.7296,17.123287
23,440.3981,1067.1079,33.884617,7.0988784,3.172146,12.338728,5.9179063,0.0,21.631304,0.74705976,3.7097208,2.6205,2.423053
24,32.00014,1371.9567,33.884617,7.0988784,3.172146,12.338728,5.9179063,0.0,21.631304,0.74705976,3.7097208,2.6205,0.9798158
25,32.00014,1371.9567,33.884617,7.0988784,3.172146,12.338728,5.9179063,0.0,21.631304,0.74705976,3.7097208,2.6205,1.0
26,466.46527,836.89355,33.884617,7.0988784,3.172146,12.338728,5.9179063,0.0,21.631304,0.74705976,3.7097208,2.6205,1.7941177
27,288.6611,447.71338,28.84,7.0992084,3.13954,5.9179063,5.9179063,0.0,10.535254,2.991574,6.185619,3.4257,1.551
28,32.00014,349.57736,10.733334,3.309315,1.4360628,0.0,0.0,11.761885,20.05584,-0.9013426,0.0,-0.5573,1.4880953
29,32.00014,349.57736,12.8125,3.444961,1.4598042,6.2557693,0.0,6.2557693,19.278263,-1.0250463,0.0,3.4337502,1.0
30,32.00014,349.57736,10.8125,3.8854978,1.6229532,0.0,0.0,11.761885,20.267906,-0.8942564,1.9016681,-0.1672,1.0
31,32.00014,1936.3558,12.764706,4.00892,1.7957667,5.7528534,0.0,0.0,19.49033,-1.0179601,1.6570693,3.4337502,1.0
32,1.7481949,15.484013,20.535715,5.5850325,2.0725,17.019535,0.0,26.84723,3.4937158,4.519759,4.160013,2.62972,8.857142
33,5.244585,27.471636,20.535715,5.5850325,2.0725,17.019535,0.0,26.84723,3.4937158,4.519759,4.160013,2.62972,5.2380953
34,21.910093,71.57297,23.56,4.501731,1.6213233,11.639472,0.0,19.923494,20.714314,-1.2610946,4.0631905,1.79352,3.2666667
35,7.8876333,40.022434,23.56,4.501731,1.6213233,11.639472,0.0,19.923494,20.714314,-1.2610946,4.0631905,1.79352,5.0740743
36,2.1409252,6.4227757,22.67742,5.975998,2.2670903,17.715492,0.0,32.262676,21.185503,-1.6183705,4.1966105,3.42762,3.0
37,4.777997,33.011616,21.529411,7.082777,2.6200984,17.202923,0.0,33.109314,21.367594,-1.0186849,4.2158694,3.84322,6.909091
38,5.301196,70.68262,21.939394,6.922014,2.7665856,16.11219,0.0,19.923494,21.309374,-0.8150886,4.2374873,4.59712,13.333333
39,3.186122,43.106358,18.210526,9.03177,3.7022707,17.019535,5.1014075,38.184017,3.4937158,2.3898625,4.178204,4.50212,13.529411
40,2.4926753,16.681751,18.486486,8.557054,3.6609216,17.019535,5.1014075,49.607616,3.4937158,2.0039158,4.1281605,4.63262,6.6923075
41,15.078486,1344.0651,42.92857,6.9475346,2.868737,35.342865,43.480583,12.132734,0.0,4.807589,16.981087,7.1212,3.0443535
42,9.341075,283.15134,46.64,5.424443,2.2106602,35.342865,43.480583,49.9483,0.0,4.6860633,16.775305,5.9509,30.3125
43,24.230206,390.10632,40.866665,8.036837,3.4322977,35.342865,43.480583,12.132734,0.0,4.84324,17.035702,3.4337502,16.1
44,22.825266,1254.1355,41.86207,7.4852037,3.263848,35.342865,43.480583,12.132734,0.0,4.827852,17.012012,7.5113,3.0443535
45,351.39142,1071.3153,36.514286,7.6392107,3.3458555,22.253351,43.480583,12.132734,0.0,9.071783,14.692318,3.4337502,3.0487804
46,373.38272,1066.8077,36.4,7.540775,3.294634,22.253351,43.480583,37.106655,0.0,6.0333385,14.562935,3.4337502,2.857143
47,45.0069,349.57736,37.47059,10.371933,4.700705,35.342865,43.480583,12.132734,0.0,4.8783126,4.160013,3.4337502,3.0443535
48,14.597799,376.5809,37.0,9.054622,4.1301966,22.253351,43.480583,37.106655,0.0,3.5586379,15.649643,5.4274,25.797102
49,13.824389,349.57736,42.285713,3.0593934,1.0958252,11.126676,21.740292,24.97415,8.803737,2.0986168,7.895705,2.2659,3.0443535
50,3.584101,349.57736,42.285713,3.0593934,1.0958252,11.126676,21.740292,24.97415,8.803737,2.0986168,7.895705,2.2659,3.0443535
51,39.53185,575.00867,35.88889,4.9564133,2.0265343,17.671432,21.740292,24.97415,0.0,2.3870418,16.245186,3.6154,14.545455
52,37.324005,349.57736,38.875,3.8326018,1.6204242,17.671432,21.740292,24.97415,0.0,2.3787923,9.373171,2.8352,3.0443535
53,164.60493,597.42395,38.705883,3.9750707,1.8844178,5.4149904,16.747887,12.841643,0.0,0.49573672,7.3612885,2.306,3.6294417
54,97.187584,1883.4803,35.263157,4.8734713,2.2625587,11.126676,21.740292,44.608418,0.0,2.3948505,16.614765,3.76,19.379845
55,140.96954,1781.7977,34.1,5.4385524,2.2423632,11.126676,21.740292,49.924522,0.0,2.3989754,4.160013,4.1501,12.639594
56,46.585182,875.6613,34.0,5.5228424,5.7619233,22.253351,43.480583,12.132734,0.0,4.7006154,4.160013,3.4337502,18.796993
57,280.21164,875.6613,34.512196,5.5228424,6.2667904,22.253351,43.983498,12.132734,0.0,4.3475733,4.160013,3.4337502,3.125
58,32.00014,826.4258,32.409092,12.252943,5.564917,33.380253,43.480583,12.132734,0.0,7.489107,4.160013,3.4337502,1.0
59,8.318666,815.5556,32.5,5.5228424,2.5672746,22.253351,43.480583,12.132734,0.0,4.729649,4.160013,3.4337502,3.0443535
60,184.31557,658.96893,32.5,5.5228424,2.5672746,22.253351,43.480583,12.132734,0.0,4.729649,4.160013,3.4337502,3.5752213
61,5.262268,797.31335,32.044445,5.5228424,2.5672746,22.253351,43.480583,12.132734,0.0,4.736273,4.160013,3.4337502,3.0443535
62,21.056473,113.86093,31.608696,5.5228424,2.5672746,22.253351,43.480583,12.132734,0.0,4.7418704,4.160013,3.4337502,5.4074073
63,105.78115,87.798355,37.0,9.054622,4.1301966,22.253351,43.480583,37.106655,0.0,3.5586379,15.649643,5.4274,0.83
64,14.835214,122.85411,22.21875,6.3989153,2.3714635,24.03316,0.0,25.999516,21.251987,-0.93730223,4.218211,3.22962,8.28125
65,20.500778,39.137848,18.131578,8.945533,3.5663323,17.70584,0.0,27.033293,22.005074,-0.2478563,4.2123895,4.08692,1.9090909
66,21.129871,18.056437,19.205128,8.993925,3.5384932,17.202923,0.0,13.185818,27.856026,3.615165,5.420841,5.83764,0.8545455
67,63.389614,57.626923,19.205128,8.993925,3.5384932,17.202923,0.0,13.185818,27.856026,3.615165,5.420841,5.83764,0.90909094
68,59.45571,79.09411,19.05,9.397977,3.6912303,22.225557,0.0,13.185818,28.473925,3.42417,5.3919935,6.49104,1.3303031
69,59.45571,80.8958,19.05,9.397977,3.6912303,22.225557,0.0,13.185818,28.473925,3.42417,5.3919935,6.49104,1.3606061
70,17.253372,599.32764,18.780487,9.674115,3.7831995,22.766375,0.0,13.185818,27.97975,3.3315017,5.395212,5.84624,34.736843
71,23.378042,54.619606,23.705883,8.883443,3.686184,36.97078,0.0,19.923494,24.487648,-1.0160531,10.668052,1.88052,2.3363636
72,12.704143,51.911755,20.878788,9.016583,3.8198466,23.881268,0.0,19.923494,24.454096,-0.9857003,13.584434,2.89012,4.086207
73,6.984915,6.984915,21.838709,7.230724,3.4043777,17.336512,0.0,19.923494,24.349182,-1.0235032,7.273536,1.86442,1.0
74,6.764008,6.764008,21.53125,7.775867,3.3865929,17.336512,0.0,19.923494,24.430542,-1.0075035,10.360736,2.25452,1.0
75,15.301991,48.88136,23.705883,8.883443,3.686184,36.97078,0.0,19.923494,24.487648,-1.0160531,10.668052,1.88052,3.1944444
76,6.984915,9.778881,21.838709,7.230724,3.4043777,17.336512,0.0,19.923494,24.349182,-1.0235032,7.273536,1.86442,1.4
77,32.00014,1228.5565,12.8125,3.444961,1.4598042,6.2557693,0.0,6.2557693,19.278263,-1.0250463,0.0,3.4337502,1.0
78,32.00014,1127.095,12.882353,4.2514462,2.012276,0.0,0.0,8.467343,17.703941,-0.9849074,0.0,3.4337502,1.0
79,25.171787,1878.4917,12.882353,4.2514462,2.012276,0.0,0.0,8.467343,17.703941,-0.9849074,0.0,3.4337502,3.0443535
80,32.00014,1199.1749,10.9375,4.1251426,1.7284567,0.0,0.0,13.973459,18.380964,-0.86120373,0.0,3.4337502,1.0
81,18.56402,639.7582,34.0,5.5228424,5.7619233,22.253351,43.480583,12.132734,0.0,4.7006154,4.160013,3.4337502,34.462265
82,3.5377915,1965.4397,37.88889,3.9598675,2.0665457,5.4149904,16.747887,12.841643,0.0,0.49280483,7.456562,2.4506,3.0443535
83,83.61924,349.57736,44.57143,3.2084308,1.1656631,12.586597,16.747887,19.262465,12.35714,0.93745935,8.284085,1.7831,30.30303
84,83.61924,349.57736,44.57143,3.2084308,1.1656631,12.586597,16.747887,19.262465,12.35714,0.93745935,8.284085,1.7831,30.30303
85,4.212087,349.57736,38.0,3.8105206,2.0506063,11.126676,21.740292,24.97415,0.0,2.3866012,9.49275,2.9798,3.0443535
86,32.84331,349.57736,46.81818,1.701311,0.6920888,10.829981,16.747887,6.4208217,0.0,0.056712963,6.373912,2.4017,3.0443535
87,32.00014,349.57736,46.81818,1.701311,0.6920888,10.829981,16.747887,6.4208217,0.0,0.056712963,6.373912,2.4017,1.4925373
88,32.00014,349.57736,46.81818,1.701311,0.6920888,10.829981,16.747887,6.4208217,0.0,0.056712963,6.373912,2.4017,1.4925373
89,32.00014,349.57736,46.81818,1.701311,0.6047692,11.835813,16.747887,6.4208217,0.0,0.30729166,6.674074,2.4017,4.830918
90,23.966349,652.3805,32.409092,12.252943,5.564917,33.380253,43.480583,12.132734,0.0,7.489107,4.160013,3.4337502,27.22069
91,44.069305,1837.8699,38.875,3.8326018,1.6204242,17.671432,21.740292,24.97415,0.0,2.3787923,9.373171,2.8352,3.0443535
92,23.919401,815.33264,32.044445,5.5228424,2.5672746,22.253351,43.480583,12.132734,0.0,4.736273,4.160013,3.4337502,34.086666
93,12.354965,297.9727,41.866665,3.4740736,1.4590868,5.4149904,16.747887,12.841643,0.3101937,0.513647,6.9359627,3.1393,24.117647
94,5.1910505,195.66267,35.555557,5.3216763,2.241807,17.671432,27.473959,50.657436,0.0,7.9089866,9.233014,3.7927,37.692307
95,5.1910505,195.66267,35.555557,5.3216763,2.241807,17.671432,27.473959,50.657436,0.0,7.9089866,9.233014,3.7927,37.692307
96,24.956001,623.5738,32.5,5.5228424,2.5672746,22.253351,43.480583,12.132734,0.0,4.729649,4.160013,3.4337502,24.986929
97,61.40146,1883.4803,35.263157,4.8734713,2.2625587,11.126676,21.740292,44.608418,0.0,2.3948505,16.614765,3.76,30.674847
98,24.358007,805.4115,35.88889,4.9564133,2.0265343,17.671432,21.740292,24.97415,0.0,2.3870418,16.245186,3.6154,33.065575
99,35.873993,142.40414,31.608696,5.5228424,2.5672746,22.253351,43.480583,12.132734,0.0,4.7418704,4.160013,3.4337502,3.9695652
100,32.00014,349.57736,46.81818,1.701311,0.6047692,11.835813,16.747887,6.4208217,0.0,0.30729166,6.674074,2.4017,1.9952115
101,32.00014,349.57736,46.81818,1.701311,0.6920888,10.829981,16.747887,6.4208217,0.0,0.056712963,6.373912,2.4017,1.0
102,114.989975,349.57736,38.0,3.8105206,2.0506063,11.126676,21.740292,24.97415,0.0,2.3866012,9.49275,2.9798,18.315018
103,114.989975,349.57736,38.0,3.8105206,2.0506063,11.126676,21.740292,24.97415,0.0,2.3866012,9.49275,2.9798,18.315018
104,61.54,1724.5513,34.1,5.4385524,2.2423632,11.126676,21.740292,49.924522,0.0,2.3989754,4.160013,4.1501,28.023256
105,58.011196,1883.4803,35.263157,4.8734713,2.2625587,11.126676,21.740292,44.608418,0.0,2.3948505,16.614765,3.76,32.467533
106,143.9713,1988.5538,36.555557,4.330282,2.241807,24.092253,21.740292,37.939728,0.0,2.4077327,9.625667,3.3699,13.812155
107,143.9713,1988.5538,36.555557,4.330282,2.241807,24.092253,21.740292,37.939728,0.0,2.4077327,9.625667,3.3699,13.812155
108,73.66334,879.0374,42.238094,9.437812,3.7162387,22.665792,5.9179063,12.841643,0.0,2.3394663,14.046504,3.4337502,11.933174
109,3.9308794,1965.4397,37.88889,3.9598675,2.0665457,5.4149904,16.747887,12.841643,0.0,0.49280483,7.456562,2.4506,3.0443535
110,0.39308795,1965.4397,37.88889,3.9598675,2.0665457,5.4149904,16.747887,12.841643,0.0,0.49280483,7.456562,2.4506,3.0443535
111,68.14844,1703.711,39.04762,5.344871,2.5672746,24.092253,21.740292,55.51227,0.0,2.386418,13.880714,3.1405,25.0
112,17.460524,349.57736,38.5,4.137508,1.6204242,31.388111,21.740292,24.97415,0.0,2.3356721,9.071145,3.3101,3.0443535
113,9.462976,311.80505,42.4,3.7416933,1.5329186,12.648723,16.747887,19.262465,12.448994,0.98313856,8.621234,2.1732,32.95
114,18.534979,349.57736,36.941177,4.717428,2.0506063,24.278315,21.740292,24.97415,8.736853,2.3136332,8.570998,3.4362,3.0443535
115,6.6878767,349.57736,40.266666,3.5840473,1.4521906,24.278315,21.740292,24.97415,8.769665,2.2039256,8.26466,2.656,3.0443535
116,14.201935,304.5062,38.82353,4.890245,2.1452844,12.648723,16.747887,25.683287,12.538684,1.0321531,8.903681,2.9534,21.441177
117,1.9521881,172.9081,46.576923,5.654886,2.2792218,22.253351,43.480583,37.106655,10.524139,3.9250562,15.468237,4.9217,3.0443535
118,19.655003,349.57736,42.285713,3.0797951,1.1053301,17.671432,21.740292,31.394972,0.0,2.4513605,10.574628,3.6836,3.0443535
119,32.00014,1662.1454,47.642857,2.4258966,0.93628585,11.126676,21.740292,32.104107,0.0,2.5299075,7.376372,3.436,2.8141594
120,34.7999,248.57072,35.27778,3.943315,1.5616622,11.126676,21.740292,30.537601,0.0,3.60777,8.170434,4.4738,7.142857
121,7.4267535,2062.987,35.27778,3.9073975,1.5437286,23.520363,21.740292,30.537601,0.0,3.4328477,8.067617,3.8688,3.0443535
122,14.878214,368.04004,34.05263,4.4693217,1.9439625,17.671432,21.740292,30.537601,0.0,3.732899,8.299457,4.5163,24.736841
123,8.241933,1527.9275,29.956522,5.8454494,2.5425098,17.671432,21.740292,30.537601,0.0,3.4338372,8.154262,4.5335,3.0443535
124,5.7529836,138.89345,35.27778,3.5947835,1.4423299,11.126676,21.740292,18.553328,9.308049,2.9583325,7.159982,4.3109,24.142857
125,5.027995,459.70242,38.75,5.4155474,2.3292677,37.305702,21.740292,37.939728,0.0,2.3822935,13.592361,2.9959,3.0443535
126,41.473167,1418.2799,44.0,2.739841,1.0582157,12.965578,16.747887,19.262465,3.1303473,0.72564816,8.710243,2.3373,34.197533
127,52.613354,349.57736,38.875,3.8326018,1.6204242,17.671432,21.740292,24.97415,0.0,2.3787923,9.373171,2.8352,3.0443535
128,21.150234,349.57736,37.294117,4.382136,2.0506063,17.671432,21.740292,31.394972,0.0,2.4036078,9.524815,3.2253,3.0443535
129,81.77813,1703.711,39.04762,5.344871,2.5672746,24.092253,21.740292,55.51227,0.0,2.386418,13.880714,3.1405,20.833334
130,23.966448,149.63666,29.458334,6.541241,3.041584,17.202696,21.740292,24.629349,0.0,2.9046082,8.025692,4.5302,6.24359
131,8.370552,1847.5005,47.25,2.0369601,0.6443951,5.4149904,21.903599,12.841643,12.327731,1.5461111,6.8618517,2.6628,3.0443535
132,151.97899,879.30695,40.9,4.9736133,2.2926672,12.338728,5.9179063,0.0,10.309824,0.54788166,3.5240948,3.5719,5.785714
133,287.2241,727.8519,38.136364,5.669792,2.656482,12.338728,5.9179063,0.0,10.371997,0.43153667,3.5017214,3.5805,2.534091
134,231.862,891.7769,35.833332,6.3727555,2.9093695,12.338728,5.9179063,0.0,10.44807,0.27152044,3.4742017,3.5891,3.8461537
135,32.00014,409.07776,33.884617,7.0811553,3.1622975,12.338728,5.9179063,21.329393,10.524142,0.11150421,3.4466822,3.5977,0.49966666
136,81.87013,116.52849,33.884617,7.0811553,3.1622975,24.471462,5.9179063,0.0,10.562493,-0.031732984,3.432395,3.5977,1.4233333
137,32.00014,818.7013,33.884617,7.0811553,3.1622975,23.968546,5.9179063,0.0,10.543318,0.039885618,3.4395385,3.5977,1.0
138,96.525406,127.73529,39.57143,5.3812327,2.7458227,17.36136,5.9179063,0.0,10.978129,0.41270584,3.4891262,4.2253,1.3233334
139,25.906065,424.21182,39.57143,5.3980637,2.7561257,17.36136,5.9179063,0.0,21.8785,1.0482614,3.7521648,3.2481,16.375
140,311.18524,569.469,36.95652,5.688058,2.8834467,24.471462,5.9179063,12.132734,21.070942,0.012715216,3.363192,3.4801,1.83
141,288.07526,352.89218,36.95652,5.7048507,2.8936472,24.471462,5.9179063,12.132734,3.4937158,0.6795208,3.6262307,2.5029,1.225
142,339.7374,360.1216,39.57143,5.180679,2.6235452,12.338728,5.9179063,12.132734,10.29394,0.15749753,3.4089756,3.711,1.06
143,218.91269,1197.1787,39.57143,5.197291,2.6336389,12.338728,5.9179063,12.132734,21.11505,0.7930531,3.6720142,2.7338,5.46875
144,45.39883,1134.9707,42.63158,4.474701,2.1371312,12.338728,5.9179063,0.0,20.966255,0.051476758,3.7220292,2.1877,25.0
145,123.03218,1198.3655,44.61111,4.3897166,2.1003592,12.338728,11.835813,6.4208217,10.703463,-0.63837963,4.2261033,3.2968,9.74026
146,375.36832,803.2882,44.61111,4.621926,2.2384698,17.215876,11.835813,11.297969,12.836061,-0.571713,4.2984414,3.7653,2.14
147,32.00014,1018.9664,41.15,4.950069,2.245993,17.215876,5.9179063,10.4405985,23.259617,1.3470044,5.8767395,2.96462,1.0
148,315.87958,1018.9664,41.15,4.950069,2.3484898,22.093021,5.9179063,4.877147,21.170458,0.14720327,5.8750095,2.96462,3.2258065
149,101.89664,219.75708,41.15,4.950069,2.3484898,22.093021,5.9179063,4.877147,21.170458,0.14720327,5.8750095,2.96462,2.1566668
150,83.49801,178.12909,41.15,5.213921,2.503125,27.068657,5.9179063,0.0,23.165302,0.12263789,3.7860663,3.4187,2.1333334
151,212.36327,446.43604,41.15,5.213921,2.503125,17.215876,5.9179063,0.0,21.14948,0.12263789,3.7860663,3.4187,2.1022282
152,188.99413,307.3829,42.94737,4.8679285,2.4817832,17.215876,11.835813,16.86142,12.963989,0.71996105,6.4512935,4.07372,1.6264151
153,517.0594,1069.7781,42.94737,4.8679285,2.6054823,22.093021,11.835813,16.175116,10.819062,-0.5777598,6.4349775,4.07372,2.0689654
154,86.87946,159.27902,42.94737,5.136422,2.7774527,27.068657,11.835813,11.297969,12.893644,-0.593066,4.2901406,4.5278,1.8333334
155,10.135938,35.91018,42.94737,5.136422,2.7774527,17.215876,11.835813,11.297969,10.8073435,-0.593066,4.2901406,4.5278,3.5428572
156,24.615849,605.26025,42.94737,5.136422,2.7774527,17.215876,11.835813,11.297969,10.8073435,-0.593066,4.2901406,4.5278,24.588236
157,4.109274,78.0762,35.27778,3.5947835,1.3785038,11.126676,21.740292,18.553328,9.847996,2.5539196,7.092158,4.3109,19.0
158,7.715975,349.57736,40.266666,3.605649,1.463201,17.671432,21.740292,37.815792,0.0,2.4591694,10.654419,4.0737,3.0443535
159,31.041279,1122.6597,44.5,3.3357513,1.3135538,5.711685,28.664028,37.815792,8.813828,1.4780092,0.8546268,1.8758,36.166668
160,8.287201,66.29761,37.0,3.8410163,1.5840355,5.711685,28.664028,37.815792,9.858088,2.1561792,0.0,3.9208,8.0
161,13.491772,1686.4714,34.190475,5.5673614,2.5167418,5.4149904,16.747887,12.841643,0.0,0.48392054,4.160013,3.6209,3.0443535
162,13.312152,754.3553,39.666668,3.1735468,1.3789185,11.126676,27.582962,18.553328,4.6294026,9.968339,7.029748,2.0218,3.0443535
163,14.333903,349.57736,39.666668,2.9658558,1.2685953,11.126676,27.582962,12.841643,4.164884,8.933645,6.857554,1.8569,3.0443535
164,30.77738,1152.3623,49.55,4.2189245,1.8500973,12.965578,22.162878,6.4208217,13.661646,0.58732945,8.630419,2.8685,37.44186
165,1.431506,60.839005,49.55,4.2189245,1.8500973,12.965578,22.162878,6.4208217,13.661646,0.58732945,8.630419,2.8685,3.0443535
166,6.4534006,706.07794,47.57895,3.9883893,2.0221977,12.462663,22.665792,44.94575,3.4220603,1.0769997,9.005337,3.8977,3.0443535
167,0.37961182,189.80591,50.894737,3.5629406,1.409155,6.923737,22.162878,32.104107,3.4863195,0.99916667,11.468364,3.8977,3.0443535
168,26.097736,411.03934,53.454544,1.8200897,0.6583905,6.041841,22.481554,19.262465,0.0,7.078287,7.180278,2.1599,15.75
169,26.097736,411.03934,53.454544,1.8200897,0.6583905,6.041841,22.481554,19.262465,0.0,7.078287,7.180278,2.1599,15.75
170,20.640965,882.09247,42.238094,9.437812,3.7162387,23.919495,5.9179063,25.683287,7.2171974,2.8913798,14.384562,7.462,3.0443535
171,11.339369,22.048773,29.5,5.581318,2.2516928,11.126676,21.740292,36.10105,0.0,4.6719284,7.353507,6.0632,1.9444444
172,11.339369,22.048773,29.5,5.581318,2.2516928,11.126676,21.740292,36.10105,0.0,4.6719284,7.353507,6.0632,1.9444444
173,28.881819,2062.987,26.833334,4.1134424,1.8392097,6.4208217,17.250803,12.841643,0.0,2.7005596,7.2168765,4.1777,3.0443535
174,41.259743,2062.987,28.333334,4.1134424,1.8392097,5.4149904,11.835813,30.60357,0.0,2.5110824,7.052757,4.2767,3.0443535
175,5.6211805,19.540295,29.678572,7.501827,3.448042,12.759357,16.325302,43.23101,0.0,6.5464993,10.6016445,6.9394,3.4761906
176,6.1603856,28.235102,29.068966,7.627817,3.6265104,18.32281,16.325302,37.66756,10.019445,5.9122143,10.366241,6.645,4.5833335
177,8.757273,7.0058184,35.42857,5.1220603,2.248193,0.0,17.066565,37.66756,0.0,1.8987489,10.370379,4.779,0.8
178,8.406982,56.046547,35.42857,5.1220603,2.248193,0.0,17.066565,37.66756,0.0,1.8987489,10.370379,4.779,6.6666665
179,39.10947,707.2989,22.38889,3.9750707,1.7622908,6.4208217,11.332896,11.993926,0.0,4.0448895,6.9414134,4.0978,18.085106
180,0.5895227,921.1292,32.8,4.611165,1.8847531,11.126676,21.740292,30.537601,0.0,3.4653997,8.088996,4.4824,3.0443535
181,53.06687,1737.4487,37.88889,3.9598675,2.0665457,5.4149904,16.747887,12.841643,0.0,0.49280483,7.456562,2.4506,32.74074
182,29.7813,162.92123,33.35,3.8778567,1.4296131,11.126676,21.740292,30.281515,0.0,4.914119,7.230755,4.61,5.470588
183,11.481176,121.77005,21.35,5.28419,2.5125315,5.7528534,11.332896,18.414747,0.79785573,3.721089,6.981307,5.3024,10.606061
184,39.398106,953.6132,30.4375,4.88659,2.4887187,13.089513,11.332896,19.3864,0.0,2.005753,12.425331,2.7011,24.204546
185,6.9194574,92.25943,21.35,5.5311966,2.6592798,5.7528534,11.332896,27.634073,0.0,3.083267,7.0539665,5.7709,13.333333
186,54.087563,257.9561,22.38889,3.9750707,1.7622908,6.4208217,11.332896,11.993926,0.0,4.0448895,6.9414134,4.0978,4.769231
187,69.15075,301.49725,30.791666,5.734474,2.4772894,5.4149904,16.747887,24.603529,0.0,1.4093839,6.987486,5.1464,4.36
188,3.4911082,10.473325,21.35,5.28419,2.5125315,5.7528534,11.332896,12.841643,1.0478557,4.118233,7.024903,5.0375,3.0
189,7.607938,1584.987,29.956522,5.8454494,2.5425098,17.671432,21.740292,30.537601,0.0,3.4338372,8.154262,4.5335,3.0443535
190,7.715975,1562.485,40.266666,3.605649,1.463201,17.671432,21.740292,37.815792,0.0,2.4591694,10.654419,4.0737,3.0443535
191,7.107371,579.25073,39.95,4.9882483,2.1707447,18.504503,16.747887,12.841643,0.0,0.46750677,10.553605,2.0766,3.0443535
192,529.63696,349.57736,10.5,1.8364186,0.69214165,0.0,0.0,0.0,0.0,2.1527777,1.9583334,1.87132,7.428571
193,234.21117,349.57736,43.75,1.3357916,0.44498524,12.338728,11.835813,19.262465,0.0,0.0,0.0,1.3755,19.379845
194,32.00014,349.57736,53.636364,1.8786936,0.74301726,11.835813,23.671625,32.104107,0.0,0.0,0.0,2.0116,2.9411764
195,59.393673,1510.4425,42.285713,3.0593934,1.0958252,11.126676,21.740292,24.97415,8.803737,2.0986168,7.895705,2.2659,25.431034
196,23.407568,1433.1165,40.266666,3.5840473,1.4521906,18.236473,21.740292,24.97415,0.0,2.2827976,8.840823,2.92,3.0443535
197,26.203651,346.26254,30.695652,8.139565,4.0030975,17.671432,21.740292,12.132734,0.0,2.4115252,16.855299,5.5659,13.214286
198,31.07991,50.893353,22.38889,4.199432,1.8873131,6.4208217,11.332896,21.70147,1.2892361,3.017867,6.992056,4.8312,1.6375
199,117.44119,198.86708,28.0625,5.1751633,2.6749206,11.505707,16.325302,28.723099,0.0,2.0005934,8.095873,4.2049,1.6933334
